id,cidade,meio,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
id1216,BELA VISTA,Jornal,500210,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,22890,621.23,0.49,0.698,0.585,0.83,0.699
id1231,CASSILÂNDIA,Jornal,500290,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,20708,885.1,0.462,0.727,0.627,0.811,0.756
id1245,FÁTIMA DO SUL,Jornal,500380,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,18973,701.87,0.452,0.714,0.621,0.815,0.719
id1246,ITAQUIRAÍ,Jornal,500460,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,15034,442.57,0.301,0.62,0.479,0.772,0.645
id1247,JARDIM,Jornal,500500,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,24162,697.92,0.459,0.712,0.595,0.845,0.718
id1250,MARACAJU,Jornal,500540,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,37045,819.6,0.517,0.736,0.613,0.873,0.744
id1257,NOVA ALVORADA DO SUL,Jornal,500600,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,16010,830.08,0.459,0.694,0.554,0.809,0.746
id1272,SÃO GABRIEL DO OESTE,Jornal,500769,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,22010,855.21,0.511,0.729,0.608,0.85,0.751
id1273,SIDROLÂNDIA,Jornal,500790,1,n/d,MS,Mato Grosso do Sul,CO,Brasil,41906,599.76,0.408,0.686,0.561,0.829,0.694
id1319,ÁGUA BOA,Jornal,510020,1,n/d,MT,Mato Grosso,CO,Brasil,20400,720.74,0.514,0.729,0.646,0.829,0.723
id1329,BRASNORTE,Jornal,510190,1,n/d,MT,Mato Grosso,CO,Brasil,15054,602.75,0.441,0.696,0.571,0.85,0.695
id1333,CAMPO NOVO DO PARECIS,Jornal,510263,1,n/d,MT,Mato Grosso,CO,Brasil,27246,823.32,0.543,0.734,0.649,0.819,0.745
id1334,CAMPO VERDE,Jornal,510267,1,n/d,MT,Mato Grosso,CO,Brasil,30553,878.37,0.562,0.75,0.67,0.834,0.755
id1335,CANARANA,Jornal,510270,1,n/d,MT,Mato Grosso,CO,Brasil,18566,774.65,0.454,0.693,0.549,0.825,0.735
id1341,COMODORO,Jornal,510330,1,n/d,MT,Mato Grosso,CO,Brasil,17996,573.89,0.429,0.689,0.567,0.84,0.687
id1359,DIAMANTINO,Jornal,510350,1,n/d,MT,Mato Grosso,CO,Brasil,20172,681.66,0.507,0.718,0.625,0.831,0.714
id1362,JUÍNA,Jornal,510515,1,n/d,MT,Mato Grosso,CO,Brasil,38963,763.35,0.45,0.716,0.593,0.845,0.733
id1365,NOVA MUTUM,Jornal,510622,1,n/d,MT,Mato Grosso,CO,Brasil,31112,982.9,0.584,0.758,0.673,0.837,0.773
id1368,NOVA XAVANTINA,Jornal,510625,1,n/d,MT,Mato Grosso,CO,Brasil,19508,674.44,0.468,0.704,0.613,0.8,0.713
id1369,PEIXOTO DE AZEVEDO,Jornal,510642,1,n/d,MT,Mato Grosso,CO,Brasil,30572,589.21,0.38,0.649,0.521,0.761,0.691
id1370,PONTES E LACERDA,Jornal,510675,1,n/d,MT,Mato Grosso,CO,Brasil,41113,665.92,0.482,0.703,0.605,0.807,0.711
id1371,POXORÉO,Jornal,510700,1,n/d,MT,Mato Grosso,CO,Brasil,17433,463.98,0.409,0.678,0.573,0.832,0.653
id1372,PRIMAVERA DO LESTE,Jornal,510704,1,n/d,MT,Mato Grosso,CO,Brasil,51609,990.05,0.577,0.752,0.653,0.843,0.774
id1379,SÃO JOSÉ DOS QUATRO MARCOS,Jornal,510710,1,n/d,MT,Mato Grosso,CO,Brasil,18953,653.02,0.454,0.719,0.643,0.816,0.707
id1378,SÃO JOSÉ DO RIO CLARO,Jornal,510730,1,n/d,MT,Mato Grosso,CO,Brasil,16554,580.99,0.39,0.682,0.548,0.841,0.689
id1377,ROSÁRIO OESTE,Jornal,510770,1,n/d,MT,Mato Grosso,CO,Brasil,17564,465.66,0.379,0.65,0.52,0.807,0.653
id1380,SAPEZAL,Jornal,510787,1,n/d,MT,Mato Grosso,CO,Brasil,17672,892.71,0.55,0.732,0.62,0.836,0.758
id555,ÁGUAS LINDAS DE GOIÁS,Jornal,520025,1,RIDE DF,GO,Goiás,CO,Brasil,158508,449.38,0.488,0.686,0.588,0.848,0.647
id556,ALEXÂNIA,Jornal,520030,1,RIDE DF,GO,Goiás,CO,Brasil,23686,498.09,0.449,0.682,0.568,0.841,0.664
id557,ALTO PARAÍSO DE GOIÁS,Jornal,520060,1,n/d,GO,Goiás,CO,Brasil,6782,719.11,0.533,0.713,0.611,0.819,0.723
id576,ARAGARÇAS,Jornal,520170,1,n/d,GO,Goiás,CO,Brasil,17842,600.03,0.56,0.732,0.68,0.83,0.694
id577,BELA VISTA DE GOIÁS,Jornal,520330,1,n/d,GO,Goiás,CO,Brasil,24307,708.62,0.465,0.716,0.607,0.837,0.721
id578,CAIAPÔNIA,Jornal,520440,1,n/d,GO,Goiás,CO,Brasil,16430,628.14,0.409,0.693,0.588,0.808,0.701
id595,COCALZINHO DE GOIÁS,Jornal,520551,1,RIDE DF,GO,Goiás,CO,Brasil,17140,450.47,0.411,0.657,0.531,0.826,0.648
id596,CRISTALINA,Jornal,520620,1,RIDE DF,GO,Goiás,CO,Brasil,45730,686.9,0.474,0.699,0.587,0.814,0.716
id597,CRIXÁS,Jornal,520640,1,n/d,GO,Goiás,CO,Brasil,15596,645.4,0.495,0.708,0.625,0.805,0.706
id637,INHUMAS,Jornal,521000,1,n/d,GO,Goiás,CO,Brasil,47701,697.81,0.448,0.72,0.618,0.842,0.718
id638,IPORÁ,Jornal,521020,1,n/d,GO,Goiás,CO,Brasil,30965,757.39,0.497,0.743,0.667,0.84,0.731
id647,JARAGUÁ,Jornal,521180,1,n/d,GO,Goiás,CO,Brasil,41740,595.02,0.426,0.699,0.588,0.841,0.692
id648,JATAÍ,Jornal,521190,1,n/d,GO,Goiás,CO,Brasil,87041,987.04,0.542,0.757,0.656,0.856,0.774
id654,MINEIROS,Jornal,521310,1,n/d,GO,Goiás,CO,Brasil,52588,869.04,0.474,0.718,0.584,0.84,0.753
id655,MORRINHOS,Jornal,521380,1,n/d,GO,Goiás,CO,Brasil,41208,792.66,0.478,0.734,0.621,0.862,0.739
id658,NIQUELÂNDIA,Jornal,521460,1,n/d,GO,Goiás,CO,Brasil,41581,659.49,0.518,0.715,0.64,0.806,0.709
id661,PALMEIRAS DE GOIÁS,Jornal,521570,1,n/d,GO,Goiás,CO,Brasil,23225,616.59,0.467,0.698,0.598,0.815,0.698
id662,PIRACANJUBA,Jornal,521710,1,n/d,GO,Goiás,CO,Brasil,23913,707.83,0.434,0.721,0.599,0.87,0.72
id666,PLANALTINA,Jornal,521760,1,RIDE DF,GO,Goiás,CO,Brasil,81297,466.69,0.476,0.669,0.566,0.81,0.653
id667,PORANGATU,Jornal,521800,1,n/d,GO,Goiás,CO,Brasil,42193,658.39,0.507,0.727,0.642,0.845,0.709
id668,RIALMA,Jornal,521860,1,n/d,GO,Goiás,CO,Brasil,10446,616.74,0.514,0.727,0.667,0.827,0.698
id675,RUBIATABA,Jornal,521890,1,n/d,GO,Goiás,CO,Brasil,18768,573,0.466,0.719,0.666,0.814,0.686
id678,SÃO LUÍS DE MONTES BELOS,Jornal,522010,1,n/d,GO,Goiás,CO,Brasil,29833,712.23,0.519,0.731,0.67,0.809,0.721
id686,SILVÂNIA,Jornal,522060,1,n/d,GO,Goiás,CO,Brasil,18943,708.82,0.429,0.709,0.606,0.814,0.721
id687,TRINDADE,Jornal,522140,1,n/d,GO,Goiás,CO,Brasil,103609,558.61,0.507,0.699,0.608,0.822,0.682
